#OTU ID	ExtrCTRL	NTC	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126
ZOTU501	0	0	3	366	5	172	0	0	0	0	2	0	0	1	81	0	0	1	0	36	0	4	5	0	0	0	0	1	91	0	5	0	0	0	0	0	0	0	0	0	0	0	1	35	0	54	0	40	0	0	0	0	0	0	0	0	0	13	1	0	177	1	0	0	0	0	0	15	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	2	8	0	0	0	12	0	0	38	0	0	0	0	1	0	2	161	1	2485	2	0	60	1	177	1	0	82	20	0	1	0	0	0	0	0	0	0	1	0	0	1	58	1
ZOTU6	0	0	1	16	7	14	8	5	12	2	0	15	11	12	5	0	6	1	0	3	1	6	11	0	2	5	0	3	1	1	3	1	3	0	0	1	0	0	0	0	0	5	0	10	117	2	0	0	1	7	0	4	4	2	0	2	144	6	1	3	1	4	162	292	65	62	0	1	1	6	654	0	4	0	0	1	0	1	0	0	47	0	18	10017	4112	6708	170	12	2960	12	4	29	5	2	1	199	3	2	9	1	0	55	586	27	8366	4101	7760	0	1	2	2	0	1	4	11	1	0	0	0	0	3	46	2	0	8	20	0	0
ZOTU922	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	9	0	2	2	0	5	0	0	4	0	0	0	0	0	0	0	0	30	84	3	0	0	0	0	0	0	1	1	1	2	4	1	0	2	0	0	0	0	12	29	0	0	52	0	0	0	4	11	7	0	6	4	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	0	6	4	0	17	3	0	0	2	1	0	0	0	0	4	0	0	0	69	0	0	0	0	0	5	0	0	34	1	0
ZOTU2087	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	1	0	26	0	0	0	0	0
ZOTU1616	0	0	1	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1521	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU2641	0	0	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZOTU1287	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	81	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU2333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1239	0	0	1	200	2	7	4	0	0	0	0	0	0	0	0	0	0	0	12	0	17	1	2	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	48	0	2	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	17	2	0	0	4	10	0	0	0	7	1	0	0	0	0	0	0	0	0	30	0	4	0	0	0	0	3	6	0	0	1	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	63	1
ZOTU1677	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZOTU1867	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
ZOTU2153	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1500	0	0	2	2	1	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ZOTU1919	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	10	0	2	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU580	0	0	1	5	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	1	6	10	0	0	1	13	0	0	5	1	0	0	0	0	0	0	3	0	0	0	0	0	36	1	9	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	1	0	0	0	281	7	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	6	0	3	7	1	7	0	6	0	12	0	3	1	0	0	0	37	0	0	0	5	22	3	152	0	0	3	0	0	64	194	94	373	1	0	0	0	6	0	0	0	0
ZOTU761	0	0	1	0	2	0	4	6	0	0	0	0	0	0	11	0	0	0	1	0	6	3	8	0	2	0	0	1	130	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	18	38	0	0	0	0	0	0	1	0	0	0	10	0	5	0	0	4	1	1	8	0	0	13	0	0	0	3	10	5	1	0	7	5	0	1	0	0	0	1	8	3	0	0	5	0	2	0	2	0	0	0	1	7	32	0	0	0	0	0	0	15	0	19	0	23	0	0	0	0	0	58	0	0	0	0	12	13	0	0	3
ZOTU1373	0	0	1	3	1	0	0	0	0	0	0	36	0	0	0	0	3	0	0	0	2	1	0	0	12	0	0	1	36	0	0	0	0	0	0	1	12	1	0	0	0	2	0	6	0	1	0	3	0	7	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0	30	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU418	0	0	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	2	7	0	0	1	0	1	0	1	0	0	12	0	0	0	0	1	0	0	53	0	49	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	34	14	0	15	6	0	0	0	0	0	0	0	0	0	0	1	10	2	0	0	0	12	0	0	0	0	0	0	16	8	4	0	0	23	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	132	0	0	0	0	0	0
ZOTU742	0	0	1	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	1	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	1	0	165	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	16	0	0	0	70	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	1	0	0	0	0	18
ZOTU512	0	0	1	1	0	0	0	0	0	0	0	49	7	0	242	32	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	1	0	6	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	1
ZOTU311	0	0	1	14	0	18	0	0	0	1	0	0	0	0	85	0	0	0	0	0	1	11	0	0	0	0	16	33	13	0	0	0	0	0	0	0	0	0	0	0	63	0	4	2	0	23	1	3	5	0	0	0	0	0	0	0	0	0	0	1	22	199	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	8	0	17	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	7	0	24	6	0	0	0	1	0	0	0	0	0	20	0	30	0	15	0	0	0	0	0	0	0	1	387	0	3	0	0	4	9
ZOTU2511	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU282	0	0	1	0	3	0	0	1	53	6	11	0	0	0	0	123	1	27	1	0	0	15	3	1	6	4	33	22	0	80	5	19	0	1	0	0	0	0	0	0	0	0	24	6	0	1	8	28	6	13	12	0	8	1	0	11	0	1	1	0	0	94	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
ZOTU1245	0	0	1	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	1	7	0	3	0	0	0	0	5	0	0	1	5	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	4	3	0	0	1	3	0	0	2	19	0	0	0	0	1	0	0	0	5	0	12	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	7	0	2	0	30	0	4	3	2	36	0	5	0	0	0	0	0	29	0	1	0	0	28	5	3	0	0	0	3
ZOTU1248	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	10	25	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	28	0	18	0	0	1	0	6	4	0	0	0	0	0	0	0	0	0	0	52	6	0	9	1	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	35	0	2	0
ZOTU537	0	0	1	2	5	0	0	0	0	0	0	1	5	1	0	0	0	2	0	1	0	1	4	213	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	6	0	9	0	1	0	18	41	41	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	1	26	6	1	0	0	5	0	1	8	13	0	0	0	0	0	29	0	0	26	0	178	0	0	0	29	0	0	0	1	0	37	0	993	106	0	0	0	0	1	0
ZOTU92	0	0	1	5	2	0	3	1	2	0	2	0	0	0	1	0	0	0	1	2	1	1	1	3	0	0	0	2	1	0	3	1	0	0	7	9	2	1	14	0	2	1459	2497	5058	9	8	10	10	12	6	0	2	3	1	275	2	117	75	32	79	22	9	1710	4709	1875	60	3	8	4	2	1747	5	0	1	0	9	0	0	0	0	1	0	12	751	983	437	59	8	4	4	0	26	0	0	0	19	0	7	12	17	0	0	0	0	0	265	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	27	0	0	0
ZOTU270	0	0	1	6	1	0	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	26	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	598	0	0	0	0	0	0
ZOTU432	0	0	1	7	3	1	0	0	1	0	0	18	3	5	1	8	0	0	0	6	4	0	2	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	3	0	12	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0	5	1	0	0	45	0	0	0	0	0	0	12	0	4	0	0	0	0	0	1	0	0	0	1	1	1	2	1	0	7	0	6	0	0	4	1	2	0	40	24	0	0	0	0	6	0	0	0	0	1	0	5	0	0	0	162	0	0	5	0	0	1
ZOTU1962	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1302	0	0	0	12	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	25	12	0	1	0	0	0	0	0	0	0	1	0	22
ZOTU586	0	0	0	7	0	7	1	0	88	21	5	0	0	12	0	0	1	0	0	0	3	0	4	0	0	0	3	15	2	0	0	0	0	0	2	0	0	0	0	83	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1747	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU2741	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	4	0	0	2	7	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	35	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	17	2	32	7	1	0	0	4	0	0	0	30	0	0	114	0	0	0	0	0	0	3	0
ZOTU1646	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1170	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU2260	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ZOTU2678	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU564	0	0	0	8	0	0	0	26	0	0	0	0	0	0	0	0	0	0	23	10	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	7	0	1	0	0	75	4	0	0	0	0	0	0	0	8	0	0	0	272	2	0	0	0	18	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	2	0	0	22	10	0	0	40	0	0	0	0	0	0	11	0	35	0	0	0	0	0	15	1	106	0	31	0	0	0	2	30	19	0	0	0	0	0	1	0	63	0	7	0
ZOTU1097	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	8
ZOTU1492	0	0	0	7	3	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	6	13	0	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	0	1	0	33	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	1	4	0	0	4	0	0	0	0	1	3	1	0	22	0	4	1	47	0	0	0	0	6	99	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	26	0	4	0
ZOTU354	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU258	0	0	0	17	8	0	57	3	34	2	0	110	42	0	0	0	0	9	0	25	7	20	9	0	0	1	0	0	3	0	0	0	0	0	0	10	0	0	0	80	0	2	10	8	0	0	32	51	14	7	0	0	0	0	0	0	0	0	1	0	0	0	9	0	2	185	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1335	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
ZOTU686	0	0	0	25	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	0	0	3	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1059	0	0	0	2	6	0	0	0	0	0	1	0	0	0	0	88	0	1	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU1187	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	4	0	0	0	1	0	0	0	0	0	0	0	10	66	68	6	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	4	75	4	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0	0	11	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ZOTU846	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU2698	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU454	0	0	0	8	0	0	0	20	0	0	0	0	0	52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	35	0	0	0	0	44	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
